Unnamed: 0_no_transform,tenure_no_transform,MonthlyCharges_no_transform
1786.0,38.0,84.25
1787.0,42.0,105.1999969482422
1788.0,57.0,19.600000381469727
1789.0,54.0,30.399999618530277
1790.0,12.0,78.0999984741211
1791.0,44.0,61.5
1792.0,42.0,69.4000015258789
1793.0,72.0,24.75
1794.0,71.0,91.0500030517578
1795.0,19.0,89.6500015258789
1796.0,23.0,73.6500015258789
1797.0,30.0,19.399999618530277
1798.0,35.0,26.200000762939453
1799.0,10.0,98.6999969482422
1800.0,1.0,43.84999847412109
1801.0,22.0,69.69999694824219
1802.0,7.0,38.54999923706055
1803.0,36.0,53.09999847412109
1804.0,34.0,20.649999618530277
1805.0,72.0,64.44999694824219
1806.0,36.0,25.100000381469727
1807.0,1.0,76.3499984741211
1808.0,23.0,79.1500015258789
1809.0,32.0,85.0
1810.0,71.0,95.1500015258789
1811.0,23.0,79.3499984741211
1812.0,17.0,96.6500015258789
1813.0,1.0,75.5
1814.0,12.0,19.700000762939453
1815.0,72.0,20.5
1816.0,1.0,19.200000762939453
1817.0,72.0,98.3499984741211
1818.0,60.0,74.3499984741211
1819.0,61.0,51.34999847412109
1820.0,6.0,45.650001525878906
1821.0,32.0,85.30000305175781
1822.0,31.0,86.55000305175781
1823.0,19.0,73.8499984741211
1824.0,72.0,20.299999237060547
1825.0,32.0,54.20000076293945
1826.0,65.0,90.6500015258789
1827.0,45.0,50.900001525878906
1828.0,42.0,25.049999237060547
1829.0,8.0,74.8499984741211
1830.0,32.0,20.5
1831.0,22.0,63.54999923706055
1832.0,57.0,44.84999847412109
1833.0,1.0,47.95000076293945
1834.0,1.0,45.09999847412109
1835.0,1.0,45.0
1836.0,24.0,96.0
1837.0,1.0,20.049999237060547
1838.0,54.0,90.05000305175781
1839.0,4.0,25.299999237060547
1840.0,65.0,108.6500015258789
1841.0,56.0,24.299999237060547
1842.0,45.0,75.94999694824219
1843.0,71.0,19.700000762939453
1844.0,59.0,66.4000015258789
1845.0,69.0,35.75
1846.0,19.0,18.799999237060547
1847.0,55.0,19.399999618530277
1848.0,38.0,19.299999237060547
1849.0,10.0,45.54999923706055
1850.0,47.0,67.44999694824219
1851.0,2.0,35.099998474121094
1852.0,1.0,46.20000076293945
1853.0,1.0,45.150001525878906
1854.0,1.0,43.29999923706055
1855.0,46.0,20.100000381469727
1856.0,38.0,57.150001525878906
1857.0,65.0,58.900001525878906
1858.0,19.0,73.19999694824219
1859.0,52.0,85.3499984741211
1860.0,71.0,19.450000762939453
1861.0,1.0,45.95000076293945
1862.0,52.0,50.5
1863.0,6.0,25.100000381469727
1864.0,26.0,60.70000076293945
1865.0,48.0,99.0
1866.0,64.0,104.4000015258789
1867.0,3.0,83.75
1868.0,1.0,44.04999923706055
1869.0,72.0,24.100000381469727
1870.0,1.0,45.54999923706055
1871.0,51.0,93.8000030517578
1872.0,41.0,19.700000762939453
1873.0,72.0,70.6500015258789
1874.0,43.0,86.44999694824219
1875.0,72.0,114.0999984741211
1876.0,47.0,95.1999969482422
1877.0,72.0,88.55000305175781
1878.0,3.0,20.75
1879.0,1.0,70.05000305175781
1880.0,2.0,86.0
1881.0,26.0,44.650001525878906
1882.0,29.0,60.20000076293945
1883.0,35.0,100.5
1884.0,27.0,55.45000076293945
1885.0,24.0,70.30000305175781
1886.0,67.0,60.400001525878906
1887.0,16.0,72.6500015258789
1888.0,23.0,55.79999923706055
1889.0,14.0,31.100000381469727
1890.0,1.0,21.0
1891.0,1.0,45.09999847412109
1892.0,4.0,50.95000076293945
1893.0,16.0,69.0999984741211
1894.0,46.0,43.95000076293945
1895.0,68.0,86.5
1896.0,38.0,69.94999694824219
1897.0,30.0,50.400001525878906
1898.0,5.0,78.94999694824219
1899.0,17.0,90.9499969482422
1900.0,4.0,19.899999618530277
1901.0,12.0,20.149999618530277
1902.0,72.0,90.5999984741211
1903.0,3.0,92.0
1904.0,56.0,94.4499969482422
1905.0,41.0,24.850000381469727
1906.0,40.0,36.0
1907.0,7.0,78.5
1908.0,69.0,19.950000762939453
1909.0,7.0,20.649999618530277
1910.0,5.0,30.5
1911.0,72.0,106.0999984741211
1912.0,44.0,20.5
1913.0,65.0,95.5
1914.0,3.0,64.5999984741211
1915.0,24.0,51.09999847412109
1916.0,44.0,84.80000305175781
1917.0,72.0,89.0999984741211
1918.0,24.0,54.95000076293945
1919.0,1.0,50.900001525878906
1920.0,22.0,20.450000762939453
1921.0,70.0,85.94999694824219
1922.0,25.0,60.34999847412109
1923.0,37.0,19.799999237060547
1924.0,22.0,85.3499984741211
1925.0,59.0,72.0999984741211
1926.0,49.0,99.8000030517578
1927.0,47.0,107.3499984741211
1928.0,31.0,19.549999237060547
1929.0,1.0,81.05000305175781
1930.0,3.0,20.5
1931.0,53.0,111.8000030517578
1932.0,1.0,20.200000762939453
1933.0,20.0,19.700000762939453
1934.0,3.0,79.0999984741211
1935.0,51.0,19.850000381469727
1936.0,51.0,60.5
1937.0,13.0,19.549999237060547
1938.0,1.0,20.899999618530277
1939.0,1.0,21.049999237060547
1940.0,63.0,71.5
1941.0,3.0,54.650001525878906
1942.0,46.0,19.200000762939453
1943.0,1.0,49.79999923706055
1944.0,8.0,25.5
1945.0,71.0,20.5
1946.0,55.0,90.4000015258789
1947.0,70.0,90.25
1948.0,2.0,80.75
1949.0,67.0,104.5999984741211
1950.0,65.0,91.8499984741211
1951.0,14.0,50.20000076293945
1952.0,20.0,95.5
1953.0,1.0,75.3499984741211
1954.0,1.0,75.44999694824219
1955.0,49.0,95.4000015258789
1956.0,72.0,101.3000030517578
1957.0,46.0,53.09999847412109
1958.0,24.0,84.8499984741211
1959.0,5.0,34.25
1960.0,33.0,88.5999984741211
1961.0,42.0,60.150001525878906
1962.0,23.0,99.9499969482422
1963.0,8.0,70.69999694824219
1964.0,66.0,54.79999923706055
1965.0,24.0,49.54999923706055
1966.0,24.0,54.79999923706055
1967.0,69.0,78.5999984741211
1968.0,53.0,100.3000030517578
1969.0,60.0,53.59999847412109
1970.0,7.0,81.0999984741211
1971.0,20.0,19.350000381469727
1972.0,23.0,85.5999984741211
1973.0,72.0,80.80000305175781
1974.0,11.0,74.94999694824219
1975.0,21.0,19.600000381469727
1976.0,1.0,93.5500030517578
1977.0,31.0,90.6999969482422
1978.0,57.0,69.75
1979.0,45.0,20.0
1980.0,10.0,95.25
1981.0,58.0,102.0999984741211
1982.0,14.0,19.950000762939453
1983.0,27.0,80.8499984741211
1984.0,14.0,90.9000015258789
1985.0,12.0,29.200000762939453
1986.0,69.0,93.3000030517578
1987.0,25.0,89.1500015258789
1988.0,58.0,108.8499984741211
1989.0,35.0,46.34999847412109
1990.0,16.0,84.75
1991.0,45.0,78.75
1992.0,17.0,83.55000305175781
1993.0,1.0,45.70000076293945
1994.0,22.0,19.600000381469727
1995.0,1.0,69.94999694824219
1996.0,67.0,67.8499984741211
1997.0,67.0,105.6500015258789
1998.0,2.0,44.59999847412109
1999.0,23.0,74.94999694824219
2000.0,9.0,75.5
2001.0,5.0,20.149999618530277
2002.0,54.0,45.20000076293945
2003.0,57.0,95.25
2004.0,24.0,89.8499984741211
2005.0,49.0,100.4499969482422
2006.0,5.0,47.150001525878906
2007.0,2.0,80.19999694824219
2008.0,4.0,87.0999984741211
2009.0,70.0,79.25
2010.0,5.0,75.9000015258789
2011.0,53.0,85.69999694824219
2012.0,47.0,98.75
2013.0,31.0,20.100000381469727
2014.0,13.0,61.79999923706055
2015.0,28.0,49.900001525878906
2016.0,10.0,86.44999694824219
2017.0,38.0,20.399999618530277
2018.0,1.0,45.29999923706055
2019.0,67.0,104.0999984741211
2020.0,52.0,75.4000015258789
2021.0,62.0,108.1500015258789
2022.0,16.0,86.25
2023.0,5.0,81.0
2024.0,12.0,95.6999969482422
2025.0,72.0,116.8499984741211
2026.0,71.0,105.75
2027.0,24.0,20.149999618530277
2028.0,15.0,19.600000381469727
2029.0,67.0,90.5999984741211
2030.0,2.0,60.95000076293945
2031.0,5.0,25.049999237060547
2032.0,15.0,88.1500015258789
2033.0,1.0,20.200000762939453
2034.0,41.0,60.29999923706055
2035.0,43.0,63.95000076293945
2036.0,1.0,74.30000305175781
2037.0,1.0,70.5999984741211
2038.0,26.0,90.8000030517578
2039.0,22.0,79.3499984741211
2040.0,71.0,90.5500030517578
2041.0,7.0,19.450000762939453
2042.0,28.0,64.44999694824219
2043.0,16.0,69.6500015258789
2044.0,7.0,19.5
2045.0,69.0,110.5
2046.0,1.0,24.700000762939453
2047.0,3.0,77.4000015258789
2048.0,21.0,96.8000030517578
2049.0,69.0,85.4000015258789
2050.0,71.0,47.59999847412109
2051.0,69.0,19.399999618530277
2052.0,48.0,103.8499984741211
2053.0,47.0,83.3499984741211
2054.0,2.0,49.400001525878906
2055.0,45.0,108.4499969482422
2056.0,51.0,81.0
2057.0,22.0,79.19999694824219
2058.0,72.0,86.6500015258789
2059.0,37.0,92.9499969482422
2060.0,71.0,90.3499984741211
2061.0,7.0,48.70000076293945
2062.0,66.0,25.149999618530277
2063.0,51.0,76.4000015258789
2064.0,30.0,19.549999237060547
2065.0,34.0,85.3499984741211
2066.0,64.0,24.799999237060547
2067.0,65.0,103.1500015258789
2068.0,47.0,100.75
2069.0,1.0,95.5999984741211
2070.0,49.0,59.75
2071.0,67.0,94.0999984741211
2072.0,39.0,19.350000381469727
2073.0,14.0,19.899999618530277
2074.0,43.0,108.1500015258789
2075.0,56.0,101.0500030517578
2076.0,14.0,59.09999847412109
2077.0,1.0,71.3499984741211
2078.0,16.0,55.84999847412109
2079.0,70.0,106.0500030517578
2080.0,72.0,84.0999984741211
2081.0,23.0,75.30000305175781
2082.0,21.0,24.700000762939453
2083.0,1.0,20.149999618530277
2084.0,1.0,69.75
2085.0,32.0,93.1999969482422
2086.0,17.0,80.8499984741211
2087.0,4.0,33.650001525878906
2088.0,36.0,55.79999923706055
2089.0,50.0,39.70000076293945
2090.0,48.0,29.5
2091.0,50.0,20.149999618530277
2092.0,72.0,79.55000305175781
2093.0,10.0,24.799999237060547
2094.0,18.0,19.649999618530277
2095.0,1.0,79.94999694824219
2096.0,1.0,19.299999237060547
2097.0,9.0,94.0500030517578
2098.0,2.0,90.75
2099.0,40.0,78.8499984741211
2100.0,69.0,99.5
2101.0,37.0,99.1999969482422
2102.0,18.0,80.55000305175781
2103.0,11.0,70.19999694824219
2104.0,8.0,85.19999694824219
2105.0,3.0,75.25
2106.0,55.0,59.45000076293945
2107.0,33.0,93.3499984741211
2108.0,46.0,44.95000076293945
2109.0,34.0,26.100000381469727
2110.0,3.0,20.200000762939453
2111.0,30.0,21.25
2112.0,33.0,59.400001525878906
2113.0,45.0,95.0
2114.0,40.0,61.900001525878906
2115.0,71.0,118.6500015258789
2116.0,1.0,54.34999847412109
2117.0,72.0,64.44999694824219
2118.0,22.0,80.1500015258789
2119.0,46.0,20.200000762939453
2120.0,55.0,21.0
2121.0,1.0,20.450000762939453
2122.0,12.0,75.8499984741211
2123.0,31.0,80.44999694824219
2124.0,5.0,24.950000762939453
2125.0,67.0,75.5
2126.0,1.0,44.45000076293945
2127.0,40.0,42.34999847412109
2128.0,41.0,74.55000305175781
2129.0,1.0,75.30000305175781
2130.0,51.0,94.8000030517578
2131.0,42.0,48.150001525878906
2132.0,23.0,19.649999618530277
2133.0,1.0,70.55000305175781
2134.0,1.0,20.149999618530277
2135.0,56.0,106.5999984741211
2136.0,15.0,91.0
2137.0,12.0,25.399999618530277
2138.0,54.0,69.94999694824219
2139.0,7.0,66.8499984741211
2140.0,33.0,86.1500015258789
2141.0,16.0,20.149999618530277
2142.0,21.0,64.8499984741211
2143.0,30.0,74.8499984741211
2144.0,3.0,50.5
2145.0,11.0,72.9000015258789
2146.0,62.0,115.0500030517578
2147.0,18.0,19.0
2148.0,6.0,19.549999237060547
2149.0,46.0,101.0999984741211
2150.0,21.0,84.0999984741211
2151.0,68.0,24.149999618530277
2152.0,1.0,50.09999847412109
2153.0,25.0,74.5999984741211
2154.0,24.0,19.75
2155.0,30.0,85.0
2156.0,2.0,80.55000305175781
2157.0,51.0,106.8000030517578
2158.0,57.0,84.5
2159.0,15.0,25.049999237060547
2160.0,72.0,83.69999694824219
2161.0,2.0,75.80000305175781
2162.0,28.0,96.5999984741211
2163.0,29.0,98.5
2164.0,70.0,101.0999984741211
2165.0,13.0,20.200000762939453
2166.0,59.0,94.0500030517578
2167.0,13.0,95.25
2168.0,7.0,74.4000015258789
2169.0,62.0,81.0
2170.0,21.0,60.25
2171.0,2.0,60.84999847412109
2172.0,1.0,43.95000076293945
2173.0,4.0,86.05000305175781
2174.0,19.0,20.25
2175.0,30.0,85.1500015258789
2176.0,67.0,19.399999618530277
2177.0,72.0,102.6500015258789
2178.0,53.0,19.899999618530277
2179.0,5.0,19.549999237060547
2180.0,71.0,95.5
2181.0,50.0,84.1500015258789
2182.0,56.0,103.1999969482422
2183.0,2.0,50.20000076293945
2184.0,2.0,88.55000305175781
2185.0,24.0,54.75
2186.0,46.0,19.950000762939453
2187.0,71.0,116.25
2188.0,29.0,31.200000762939453
2189.0,69.0,24.450000762939453
2190.0,71.0,84.19999694824219
2191.0,1.0,91.3000030517578
2192.0,56.0,85.6500015258789
2193.0,56.0,21.200000762939453
2194.0,1.0,79.5
2195.0,28.0,25.549999237060547
2196.0,19.0,20.200000762939453
2197.0,66.0,63.84999847412109
2198.0,17.0,61.95000076293945
2199.0,52.0,25.75
2200.0,19.0,58.20000076293945
2201.0,36.0,85.8499984741211
2202.0,7.0,70.0999984741211
2203.0,72.0,104.9000015258789
2204.0,67.0,111.3000030517578
2205.0,34.0,99.8499984741211
2206.0,57.0,95.25
2207.0,7.0,86.25
2208.0,1.0,100.8000030517578
2209.0,8.0,19.549999237060547
2210.0,69.0,104.0
2211.0,50.0,104.4000015258789
2212.0,10.0,19.5
2213.0,12.0,25.25
2214.0,14.0,86.30000305175781
2215.0,70.0,49.84999847412109
2216.0,64.0,108.9499969482422
2217.0,66.0,89.9000015258789
2218.0,71.0,82.0
2219.0,20.0,89.94999694824219
2220.0,72.0,79.3499984741211
2221.0,71.0,64.05000305175781
2222.0,38.0,101.1500015258789
2223.0,28.0,89.94999694824219
2224.0,17.0,76.44999694824219
2225.0,33.0,39.09999847412109
2226.0,23.0,34.599998474121094
2227.0,58.0,19.549999237060547
2228.0,70.0,104.4499969482422
2229.0,4.0,70.5
2230.0,45.0,20.350000381469727
2231.0,10.0,70.0
2232.0,36.0,19.450000762939453
2233.0,54.0,69.9000015258789
2234.0,23.0,59.70000076293945
2235.0,41.0,78.3499984741211
2236.0,5.0,71.44999694824219
2237.0,27.0,45.84999847412109
2238.0,1.0,95.8499984741211
2239.0,67.0,35.70000076293945
2240.0,72.0,89.55000305175781
2241.0,56.0,24.950000762939453
2242.0,44.0,24.850000381469727
2243.0,66.0,100.8000030517578
2244.0,34.0,64.4000015258789
2245.0,69.0,105.3499984741211
2246.0,1.0,102.4499969482422
2247.0,40.0,19.649999618530277
2248.0,30.0,54.45000076293945
2249.0,11.0,70.5
2250.0,15.0,20.100000381469727
2251.0,11.0,69.3499984741211
2252.0,64.0,19.799999237060547
2253.0,72.0,74.4000015258789
2254.0,72.0,93.0500030517578
2255.0,1.0,51.20000076293945
2256.0,15.0,65.5999984741211
2257.0,60.0,80.55000305175781
2258.0,56.0,52.70000076293945
2259.0,8.0,20.850000381469727
2260.0,3.0,80.0999984741211
2261.0,49.0,52.150001525878906
2262.0,2.0,80.19999694824219
2263.0,6.0,98.1500015258789
2264.0,70.0,114.9499969482422
2265.0,12.0,112.9499969482422
2266.0,52.0,104.4499969482422
2267.0,72.0,113.6500015258789
2268.0,40.0,20.600000381469727
2269.0,1.0,70.9000015258789
2270.0,3.0,86.8499984741211
2271.0,40.0,91.5500030517578
2272.0,1.0,49.84999847412109
2273.0,30.0,19.799999237060547
2274.0,23.0,99.8499984741211
2275.0,1.0,74.5
2276.0,44.0,104.1500015258789
2277.0,65.0,109.1500015258789
2278.0,7.0,48.20000076293945
2279.0,72.0,25.100000381469727
2280.0,8.0,100.1500015258789
2281.0,16.0,65.19999694824219
2282.0,66.0,99.5
2283.0,1.0,71.55000305175781
2284.0,3.0,55.900001525878906
2285.0,53.0,93.9000015258789
2286.0,8.0,64.4000015258789
2287.0,69.0,108.4000015258789
2288.0,5.0,85.30000305175781
2289.0,72.0,107.4499969482422
2290.0,13.0,48.75
2291.0,4.0,85.6500015258789
2292.0,54.0,91.3000030517578
2293.0,72.0,85.94999694824219
2294.0,12.0,106.6999969482422
2295.0,1.0,25.149999618530277
2296.0,1.0,45.20000076293945
2297.0,54.0,110.3499984741211
2298.0,69.0,79.19999694824219
2299.0,48.0,55.5
2300.0,48.0,103.25
2301.0,8.0,90.25
2302.0,71.0,91.25
2303.0,2.0,47.79999923706055
2304.0,67.0,100.9000015258789
2305.0,34.0,97.6999969482422
2306.0,3.0,69.8499984741211
2307.0,9.0,65.5999984741211
2308.0,71.0,104.6500015258789
2309.0,57.0,90.4499969482422
2310.0,72.0,63.70000076293945
2311.0,48.0,104.5
2312.0,18.0,20.100000381469727
2313.0,43.0,104.3000030517578
2314.0,72.0,93.25
2315.0,35.0,73.44999694824219
2316.0,4.0,20.700000762939453
2317.0,49.0,25.25
2318.0,71.0,100.5
2319.0,11.0,90.5999984741211
2320.0,63.0,89.4000015258789
2321.0,65.0,95.4499969482422
2322.0,49.0,20.450000762939453
2323.0,29.0,98.5999984741211
2324.0,15.0,83.05000305175781
2325.0,4.0,19.950000762939453
2326.0,72.0,109.1500015258789
2327.0,26.0,85.69999694824219
2328.0,35.0,102.0500030517578
2329.0,57.0,94.6999969482422
2330.0,28.0,64.4000015258789
2331.0,25.0,26.799999237060547
2332.0,47.0,66.05000305175781
2333.0,57.0,65.19999694824219
2334.0,16.0,85.05000305175781
2335.0,5.0,55.79999923706055
2336.0,17.0,70.4000015258789
2337.0,56.0,104.75
2338.0,72.0,19.950000762939453
2339.0,21.0,94.25
2340.0,48.0,45.0
2341.0,68.0,114.9000015258789
2342.0,30.0,106.4000015258789
2343.0,3.0,46.09999847412109
2344.0,14.0,39.70000076293945
2345.0,4.0,20.049999237060547
2346.0,71.0,95.75
2347.0,8.0,24.399999618530277
2348.0,61.0,33.599998474121094
2349.0,72.0,90.4499969482422
2350.0,5.0,84.0
2351.0,49.0,67.4000015258789
2352.0,8.0,19.700000762939453
2353.0,3.0,80.3499984741211
2354.0,9.0,19.600000381469727
2355.0,67.0,54.20000076293945
2356.0,46.0,45.20000076293945
2357.0,67.0,75.0999984741211
2358.0,55.0,19.700000762939453
2359.0,33.0,72.75
2360.0,62.0,20.049999237060547
2361.0,1.0,45.95000076293945
2362.0,49.0,39.20000076293945
2363.0,1.0,44.75
2364.0,14.0,82.6500015258789
2365.0,18.0,93.9000015258789
2366.0,1.0,70.1500015258789
2367.0,1.0,85.55000305175781
2368.0,72.0,117.1500015258789
2369.0,64.0,99.25
2370.0,69.0,112.5500030517578
2371.0,1.0,25.700000762939453
2372.0,71.0,90.3000030517578
2373.0,66.0,49.400001525878906
2374.0,2.0,19.399999618530277
2375.0,71.0,109.6999969482422
2376.0,11.0,61.25
2377.0,47.0,55.29999923706055
2378.0,35.0,70.30000305175781
2379.0,32.0,106.3499984741211
2380.0,60.0,103.75
2381.0,11.0,19.5
2382.0,29.0,39.5
2383.0,21.0,26.049999237060547
2384.0,48.0,91.0500030517578
2385.0,3.0,29.649999618530277
2386.0,43.0,50.20000076293945
2387.0,5.0,105.3000030517578
2388.0,1.0,55.45000076293945
2389.0,71.0,85.44999694824219
2390.0,8.0,19.799999237060547
2391.0,8.0,59.25
2392.0,20.0,90.6999969482422
2393.0,33.0,103.6999969482422
2394.0,71.0,79.05000305175781
2395.0,31.0,90.6999969482422
2396.0,38.0,95.0
2397.0,1.0,88.3499984741211
2398.0,2.0,30.25
2399.0,12.0,49.84999847412109
2400.0,9.0,93.0
2401.0,11.0,54.54999923706055
2402.0,6.0,19.700000762939453
2403.0,71.0,84.80000305175781
2404.0,42.0,94.4499969482422
2405.0,8.0,94.1999969482422
2406.0,5.0,96.25
2407.0,2.0,70.69999694824219
2408.0,45.0,20.850000381469727
2409.0,28.0,60.0
2410.0,43.0,80.44999694824219
2411.0,60.0,84.94999694824219
2412.0,42.0,33.54999923706055
2413.0,7.0,49.650001525878906
2414.0,25.0,20.200000762939453
2415.0,40.0,94.5500030517578
2416.0,27.0,100.5
2417.0,10.0,35.75
2418.0,27.0,86.44999694824219
2419.0,11.0,53.79999923706055
2420.0,4.0,38.54999923706055
2421.0,68.0,39.900001525878906
2422.0,1.0,70.05000305175781
2423.0,18.0,20.100000381469727
2424.0,57.0,112.9499969482422
2425.0,26.0,20.299999237060547
2426.0,17.0,35.650001525878906
2427.0,1.0,35.900001525878906
2428.0,38.0,99.25
2429.0,59.0,82.94999694824219
2430.0,30.0,55.650001525878906
2431.0,2.0,24.450000762939453
2432.0,50.0,25.200000762939453
2433.0,9.0,50.79999923706055
2434.0,3.0,19.649999618530277
2435.0,14.0,59.79999923706055
2436.0,31.0,73.55000305175781
2437.0,7.0,61.400001525878906
2438.0,8.0,103.3499984741211
2439.0,17.0,19.899999618530277
2440.0,32.0,19.450000762939453
2441.0,2.0,81.5
2442.0,7.0,84.80000305175781
2443.0,72.0,109.5500030517578
2444.0,31.0,99.9499969482422
2445.0,27.0,74.4000015258789
2446.0,18.0,90.0
2447.0,7.0,74.9000015258789
2448.0,14.0,104.8499984741211
2449.0,11.0,59.650001525878906
2450.0,72.0,110.4499969482422
2451.0,28.0,106.0999984741211
2452.0,15.0,74.19999694824219
2453.0,4.0,74.44999694824219
2454.0,71.0,24.549999237060547
2455.0,5.0,89.3499984741211
2456.0,47.0,24.549999237060547
2457.0,57.0,90.6500015258789
2458.0,50.0,105.0500030517578
2459.0,8.0,20.450000762939453
2460.0,48.0,19.549999237060547
2461.0,70.0,19.700000762939453
2462.0,1.0,70.44999694824219
2463.0,8.0,85.6500015258789
2464.0,1.0,77.1500015258789
2465.0,1.0,35.25
2466.0,60.0,20.549999237060547
2467.0,49.0,97.9499969482422
2468.0,4.0,48.54999923706055
2469.0,29.0,20.0
2470.0,67.0,25.25
2471.0,53.0,98.4000015258789
2472.0,67.0,70.9000015258789
2473.0,6.0,19.850000381469727
2474.0,47.0,106.3499984741211
2475.0,53.0,99.5
2476.0,69.0,84.69999694824219
2477.0,3.0,86.05000305175781
2478.0,4.0,44.54999923706055
2479.0,56.0,75.8499984741211
2480.0,59.0,93.8499984741211
2481.0,61.0,25.0
2482.0,2.0,45.0
2483.0,46.0,100.6999969482422
2484.0,12.0,20.5
2485.0,14.0,80.44999694824219
2486.0,28.0,90.4499969482422
2487.0,24.0,60.45000076293945
2488.0,31.0,55.25
2489.0,68.0,78.44999694824219
2490.0,39.0,100.5500030517578
2491.0,42.0,20.350000381469727
2492.0,13.0,54.45000076293945
2493.0,6.0,90.75
2494.0,35.0,75.3499984741211
2495.0,38.0,20.25
2496.0,18.0,20.049999237060547
2497.0,4.0,19.600000381469727
2498.0,27.0,53.79999923706055
2499.0,41.0,70.19999694824219
2500.0,50.0,75.5
2501.0,72.0,20.350000381469727
2502.0,70.0,26.049999237060547
2503.0,44.0,20.600000381469727
2504.0,2.0,75.69999694824219
2505.0,34.0,20.100000381469727
2506.0,72.0,24.299999237060547
2507.0,71.0,24.5
2508.0,64.0,110.5
2509.0,72.0,25.25
2510.0,1.0,74.25
2511.0,29.0,90.0999984741211
2512.0,23.0,68.75
2513.0,52.0,19.200000762939453
2514.0,25.0,89.69999694824219
2515.0,64.0,115.0999984741211
2516.0,16.0,96.4000015258789
2517.0,1.0,69.5
2518.0,24.0,99.6500015258789
2519.0,2.0,91.4499969482422
2520.0,34.0,84.75
2521.0,36.0,85.25
2522.0,53.0,78.75
2523.0,47.0,20.25
2524.0,72.0,19.899999618530277
2525.0,72.0,97.75
2526.0,1.0,19.399999618530277
2527.0,9.0,83.30000305175781
2528.0,8.0,80.0999984741211
2529.0,45.0,62.70000076293945
2530.0,7.0,100.4000015258789
2531.0,71.0,24.450000762939453
2532.0,41.0,101.0999984741211
2533.0,67.0,50.900001525878906
2534.0,69.0,107.1999969482422
2535.0,70.0,92.1999969482422
2536.0,25.0,25.299999237060547
2537.0,72.0,113.4000015258789
2538.0,34.0,40.54999923706055
2539.0,65.0,26.0
2540.0,70.0,111.9499969482422
2541.0,72.0,53.79999923706055
2542.0,35.0,72.0999984741211
2543.0,13.0,98.1500015258789
2544.0,12.0,78.8499984741211
2545.0,62.0,70.75
2546.0,25.0,76.1500015258789
2547.0,52.0,39.09999847412109
2548.0,8.0,69.94999694824219
2549.0,2.0,20.049999237060547
2550.0,56.0,20.049999237060547
2551.0,12.0,19.450000762939453
2552.0,47.0,26.899999618530277
2553.0,2.0,19.200000762939453
2554.0,18.0,50.0
2555.0,8.0,60.0
2556.0,45.0,84.55000305175781
2557.0,3.0,45.45000076293945
2558.0,38.0,20.049999237060547
2559.0,72.0,115.5500030517578
2560.0,46.0,93.6999969482422
2561.0,71.0,99.0
2562.0,66.0,50.54999923706055
2563.0,25.0,105.9499969482422
2564.0,18.0,82.0
2565.0,13.0,25.0
2566.0,65.0,91.5500030517578
2567.0,60.0,95.75
2568.0,15.0,19.350000381469727
2569.0,72.0,24.850000381469727
2570.0,30.0,94.0500030517578
2571.0,42.0,100.4000015258789
2572.0,71.0,25.0
2573.0,1.0,54.75
2574.0,39.0,95.6500015258789
2575.0,35.0,19.25
2576.0,53.0,108.25
2577.0,1.0,94.5999984741211
2578.0,31.0,98.9000015258789
2579.0,48.0,20.149999618530277
2580.0,30.0,101.3000030517578
2581.0,10.0,20.0
2582.0,12.0,105.3000030517578
2583.0,57.0,69.8499984741211
2584.0,58.0,65.25
2585.0,37.0,19.799999237060547
2586.0,44.0,19.600000381469727
2587.0,27.0,20.049999237060547
2588.0,8.0,49.400001525878906
2589.0,3.0,76.05000305175781
2590.0,25.0,88.4000015258789
2591.0,57.0,100.5999984741211
2592.0,12.0,19.450000762939453
2593.0,62.0,20.299999237060547
2594.0,65.0,107.6500015258789
2595.0,71.0,80.44999694824219
2596.0,21.0,58.84999847412109
2597.0,71.0,109.5999984741211
2598.0,7.0,75.1500015258789
2599.0,72.0,73.0
2600.0,1.0,70.0999984741211
2601.0,72.0,98.6500015258789
2602.0,64.0,111.4499969482422
2603.0,72.0,114.9000015258789
2604.0,29.0,100.5500030517578
2605.0,13.0,20.399999618530277
2606.0,31.0,104.3499984741211
2607.0,1.0,69.75
2608.0,7.0,34.5
2609.0,61.0,105.5500030517578
2610.0,39.0,30.100000381469727
2611.0,10.0,70.30000305175781
2612.0,14.0,80.44999694824219
2613.0,1.0,80.19999694824219
2614.0,67.0,94.3499984741211
2615.0,72.0,91.3499984741211
2616.0,6.0,44.59999847412109
2617.0,1.0,19.600000381469727
2618.0,25.0,19.899999618530277
2619.0,33.0,110.4499969482422
2620.0,18.0,68.3499984741211
2621.0,71.0,79.0999984741211
2622.0,28.0,51.0
2623.0,2.0,80.55000305175781
2624.0,17.0,66.69999694824219
2625.0,56.0,86.4000015258789
2626.0,60.0,50.04999923706055
2627.0,33.0,25.700000762939453
2628.0,1.0,83.4000015258789
2629.0,2.0,70.69999694824219
2630.0,63.0,84.6500015258789
2631.0,7.0,99.25
2632.0,55.0,64.75
2633.0,65.0,100.1500015258789
2634.0,1.0,84.80000305175781
2635.0,63.0,25.25
2636.0,70.0,113.0
2637.0,36.0,40.650001525878906
2638.0,52.0,105.0
2639.0,22.0,54.45000076293945
2640.0,22.0,94.9499969482422
2641.0,5.0,59.900001525878906
2642.0,47.0,85.30000305175781
2643.0,33.0,83.3499984741211
2644.0,18.0,33.5
